profissao,salario,idade,sexo,regiao,estado,empresa,experiencia,trabalho,escolaridade,formacao,setor,satisfacao,modelo,nivel,linguagemPython,linguagemSQL,linguagemR,linguagemJava,linguagemJavascript,linguagemScala,linguagemVBA
Analista de Dados,1500.0,21.0,Masculino,Sudeste,SP,Média,até 1 ano,Estagiário,Estudante,Comp/Sist,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,18000.0,27.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,PJ,Não Graduado,,Agronegócios,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,7000.0,28.0,Masculino,Sudeste,RJ,Grande,2 a 3 anos,Servidor,Mestre,Comp/Sist,Governamental,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,32.0,Masculino,Sudeste,SP,Pequena,4 a 5 anos,PJ,Doutor,Comp/Sist,Tecnologia,0.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,30.0,Feminino,Sudeste,MG,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Saúde,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Analista de BI,14000.0,51.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Pós-Graduado,Comp/Sist,Educação,0.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,3500.0,24.0,Feminino,Sudeste,SP,Pequena,até 1 ano,CLT,Graduado,Estat/Mat,Tecnologia,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,1500.0,23.0,Masculino,Sudeste,MG,Pequena,até 1 ano,Estagiário,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,1000.0,21.0,Masculino,Norte,,Média,2 a 3 anos,Estagiário,Estudante,Comp/Sist,Governamental,0.0,Presencial,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Outras,2500.0,25.0,Masculino,Sudeste,SP,Média,Sem Exp.,CLT,Estudante,Estat/Mat,Tecnologia,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,1000.0,22.0,Masculino,Norte,,Pequena,1 a 2 anos,Estagiário,Estudante,Comp/Sist,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,23.0,Masculino,Nordeste,PE,Pequena,até 1 ano,CLT,Graduado,Engenharias,Outro,1.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,26.0,Masculino,Centro-oeste,GO,Pequena,2 a 3 anos,CLT,Graduado,Econ/Adm,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,14000.0,42.0,Feminino,Centro-oeste,DF,Grande,10+ anos,CLT,Mestre,Estat/Mat,Saúde,0.0,Presencial,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,42.0,Masculino,Nordeste,CE,Grande,Sem Exp.,CLT,Pós-Graduado,Econ/Adm,Varejo,0.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,33.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Mestre,Engenharias,Telecom,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,5000.0,24.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Graduado,Biológicas,Internet,1.0,Híbrido,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,26.0,Feminino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Finanças,1.0,Híbrido,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,31.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Outro,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,28.0,Masculino,Sudeste,MG,Média,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Seguros,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,42.0,Masculino,Sudeste,MG,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Outro,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,1500.0,30.0,Masculino,Sudeste,SP,Pequena,Sem Exp.,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,31.0,Masculino,Sudeste,SP,Pequena,4 a 5 anos,CLT,Graduado,Engenharias,Outro,0.0,Presencial,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Analista de Dados,3500.0,24.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Engenharias,Saúde,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,5000.0,28.0,Masculino,Sudeste,ES,Média,1 a 2 anos,CLT,Graduado,Econ/Adm,Outro,1.0,Híbrido,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,24.0,Masculino,Centro-oeste,GO,Pequena,Sem Exp.,PJ,Pós-Graduado,Comp/Sist,Internet,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,28.0,Masculino,Sudeste,SP,Pequena,2 a 3 anos,CLT,Graduado,Estat/Mat,Finanças,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,2500.0,25.0,Masculino,Sudeste,SP,Pequena,Sem Exp.,PJ,Estudante,Comp/Sist,Internet,1.0,Home-Office,Júnior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,10000.0,42.0,Masculino,Sudeste,RJ,Média,4 a 5 anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,3500.0,23.0,Masculino,Sul,RS,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Finanças,1.0,Híbrido,Júnior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,1500.0,33.0,Masculino,Sudeste,SP,Pequena,Sem Exp.,CLT,Não Graduado,,Internet,0.0,Presencial,Júnior,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,5000.0,31.0,Masculino,Sudeste,MG,Média,1 a 2 anos,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,2500.0,25.0,Masculino,Nordeste,SE,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Educação,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,27.0,Masculino,Sudeste,ES,Grande,1 a 2 anos,CLT,Estudante,Comp/Sist,Finanças,1.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,37.0,Masculino,Centro-oeste,GO,Pequena,10+ anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Híbrido,Sênior,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Outras,3500.0,36.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Não Graduado,,Marketing,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,27500.0,28.0,Masculino,Sudeste,SP,Média,4 a 5 anos,PJ,Graduado,Comp/Sist,Marketing,1.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,30.0,Masculino,Sudeste,SP,Média,4 a 5 anos,PJ,Não Graduado,,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,24.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Não Graduado,,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,32.0,Masculino,Sudeste,SP,Grande,10+ anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,26.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Varejo,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,43.0,Feminino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Telecom,0.0,Híbrido,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,18000.0,33.0,Masculino,Sudeste,SP,Média,4 a 5 anos,PJ,Pós-Graduado,Engenharias,Marketing,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,30.0,Masculino,Centro-oeste,GO,Pequena,até 1 ano,CLT,Estudante,Comp/Sist,Finanças,1.0,Presencial,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,30.0,Masculino,Nordeste,PE,Pequena,10+ anos,CLT,Doutor,Estat/Mat,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,25.0,Masculino,Sudeste,RJ,Média,1 a 2 anos,CLT,Graduado,Engenharias,Saúde,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de BI,1500.0,23.0,Masculino,Sudeste,SP,Pequena,até 1 ano,CLT,Graduado,Quím/Fis,Tecnologia,0.0,Home-Office,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Outras,5000.0,32.0,Masculino,Sul,PR,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Outras,2500.0,28.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Pós-Graduado,Engenharias,Outro,0.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,3500.0,28.0,Feminino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Quím/Fis,Saúde,0.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,25.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,51.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Finanças,0.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,14000.0,26.0,Feminino,Sudeste,SP,Pequena,2 a 3 anos,CLT,Mestre,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,2500.0,27.0,Masculino,Sudeste,RJ,Média,6 a 10 anos,CLT,Não Graduado,,Telecom,1.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Analista de Dados,7000.0,34.0,Masculino,Sudeste,MG,Grande,4 a 5 anos,Servidor,Pós-Graduado,Engenharias,Governamental,0.0,Presencial,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,28.0,Masculino,Sul,RS,Grande,até 1 ano,CLT,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,2500.0,23.0,Masculino,Sudeste,SP,Grande,até 1 ano,Estagiário,Estudante,Comp/Sist,Finanças,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,27.0,Feminino,Sudeste,MG,Pequena,1 a 2 anos,CLT,Mestre,Comp/Sist,Agronegócios,0.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,25.0,Masculino,Sudeste,MG,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,24.0,Masculino,Sudeste,SP,Média,1 a 2 anos,PJ,Estudante,Comp/Sist,Finanças,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,25.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Finanças,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,33.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Estudante,Comp/Sist,Indústria,1.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,31.0,Masculino,Sudeste,RJ,Média,até 1 ano,CLT,Graduado,Econ/Adm,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,28.0,Feminino,Sul,PR,Grande,até 1 ano,CLT,Estudante,Comp/Sist,Finanças,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,22.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Estudante,Estat/Mat,Finanças,1.0,Home-Office,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,24.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Mestre,Engenharias,Educação,1.0,Presencial,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,27.0,Masculino,Nordeste,PE,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,22.0,Feminino,Sul,SC,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Varejo,1.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,28.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Consultoria,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,3500.0,20.0,Masculino,Sul,RS,Média,1 a 2 anos,CLT,Estudante,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,31.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Doutor,Quím/Fis,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,26.0,Feminino,Sul,SC,Média,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,34.0,Masculino,Sudeste,MG,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,33.0,Masculino,Norte,,Grande,Sem Exp.,Servidor,Graduado,Comp/Sist,Outro,0.0,Home-Office,Pleno,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,26.0,Masculino,Sudeste,MG,Pequena,6 a 10 anos,CLT,Estudante,Comp/Sist,Finanças,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,23.0,Masculino,Sul,RS,Média,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,27.0,Feminino,Sudeste,SP,Grande,4 a 5 anos,CLT,Mestre,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,30.0,Feminino,Sudeste,SP,Grande,até 1 ano,Estagiário,Pós-Graduado,Econ/Adm,Finanças,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,1500.0,24.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,Estagiário,Estudante,Comp/Sist,Varejo,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,25.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Estudante,Engenharias,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,44.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Indústria,1.0,Híbrido,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,2500.0,25.0,Feminino,Sudeste,MG,Grande,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,29.0,Masculino,Centro-oeste,DF,Grande,4 a 5 anos,CLT,Pós-Graduado,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,1500.0,21.0,Masculino,Sudeste,SP,Grande,até 1 ano,Estagiário,Estudante,Engenharias,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,1500.0,26.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Governamental,0.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,27.0,Masculino,Sudeste,RJ,Média,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Marketing,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,34.0,Masculino,Sul,PR,Média,1 a 2 anos,CLT,Graduado,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,1500.0,24.0,Masculino,Nordeste,CE,Média,1 a 2 anos,Estagiário,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,25.0,Masculino,Centro-oeste,GO,Média,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,1000.0,20.0,Feminino,Nordeste,CE,Pequena,até 1 ano,Estagiário,Graduado,Comp/Sist,Internet,0.0,Híbrido,Júnior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Cientista de Dados,7000.0,32.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Doutor,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,31.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Graduado,Mkt/Comun,Telecom,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,35000.0,27.0,Masculino,Exterior,Fora,Grande,2 a 3 anos,Outros,Graduado,Engenharias,Entretenimento,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,30.0,Masculino,Centro-oeste,MT,Média,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Marketing,0.0,Home-Office,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de Dados,2500.0,24.0,Masculino,Nordeste,RN,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Telecom,1.0,Híbrido,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,14000.0,34.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,0.0,Híbrido,Sênior,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Analista de BI,5000.0,28.0,Masculino,Nordeste,CE,Grande,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Indústria,1.0,Híbrido,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,30.0,Masculino,Sul,PR,Média,até 1 ano,CLT,Graduado,Engenharias,Marketing,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,29.0,Masculino,Sul,SC,Grande,4 a 5 anos,CLT,Mestre,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,30.0,Masculino,Nordeste,PB,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Tecnologia,1.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,40.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Mestre,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,32.0,Feminino,Sudeste,SP,Grande,até 1 ano,CLT,Pós-Graduado,Comp/Sist,Governamental,0.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,49.0,Masculino,Sul,PR,Média,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,32.0,Masculino,Centro-oeste,GO,Média,4 a 5 anos,CLT,Graduado,Outras,Outro,1.0,Presencial,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,5000.0,30.0,Masculino,Sul,PR,Pequena,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,18000.0,34.0,Masculino,Sul,SC,Média,6 a 10 anos,CLT,Doutor,Engenharias,Tecnologia,1.0,Home-Office,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,29.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,CLT,Estudante,Engenharias,Indústria,0.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,36.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Sênior,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Cientista de Dados,5000.0,39.0,Feminino,Sudeste,RJ,Média,1 a 2 anos,CLT,Mestre,Comp/Sist,Finanças,0.0,Híbrido,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,22500.0,41.0,Masculino,Sul,PR,Pequena,10+ anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,28.0,Feminino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Estat/Mat,Finanças,1.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,24.0,Masculino,Sul,RS,Grande,2 a 3 anos,CLT,Não Graduado,,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,10000.0,31.0,Feminino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Mestre,Econ/Adm,Tecnologia,0.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Outras,10000.0,44.0,Masculino,Sul,PR,Pequena,10+ anos,PJ,Graduado,Engenharias,Indústria,1.0,Presencial,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Analista de BI,5000.0,27.0,Feminino,Nordeste,CE,Média,2 a 3 anos,CLT,Graduado,Engenharias,Finanças,0.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,26.0,Masculino,Nordeste,AL,Média,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Outro,0.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,28.0,Feminino,Sudeste,SP,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Educação,1.0,Híbrido,Pleno,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Analista de Dados,2500.0,27.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,40.0,Masculino,Sul,RS,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,34.0,Masculino,Sudeste,MG,Grande,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Finanças,0.0,Presencial,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,26.0,Masculino,Nordeste,CE,Grande,1 a 2 anos,PJ,Pós-Graduado,Comp/Sist,Marketing,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,37.0,Masculino,Nordeste,SE,Média,até 1 ano,CLT,Graduado,Comp/Sist,Indústria,1.0,Presencial,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,34.0,Masculino,Sul,RS,Média,4 a 5 anos,CLT,Mestre,Engenharias,Finanças,1.0,Híbrido,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,1500.0,26.0,Masculino,Sul,RS,Pequena,até 1 ano,Estagiário,Estudante,Engenharias,Tecnologia,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,23.0,Masculino,Nordeste,CE,Média,1 a 2 anos,CLT,Graduado,Estat/Mat,Logística,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Outras,1500.0,28.0,Masculino,Sudeste,MG,Grande,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Telecom,0.0,Home-Office,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,2500.0,21.0,Masculino,Sudeste,SP,Média,1 a 2 anos,Estagiário,Estudante,Outras,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
